T_K,P_atm,pair,category,interaction,lambda_D_m,Tstar,Q11_m2,Q22_m2,Q14_m2,Q15_m2,Q11_A2,Q22_A2,Q14_A2,Q15_A2,Ast,Bst,Cst,source,notes
9500.0,0.1,Ar+__Ar+,charged-charged,repulsion,1.2711734875701704e-07,72.26857989779822,1.9292634468986384e-17,2.186319096893847e-17,2.830489850287172e-18,1.96961213374914e-18,1929.2634468986384,2186.319096893847,283.0489850287172,196.961213374914,1.1333856610130064,1.1698215954026205,0.41911978129871374,Mason1967 table + Debye-Huckel screening,
9700.0,0.1,Ar+__Ar+,charged-charged,repulsion,1.1652426805198395e-07,67.64087344114438,1.8189998549321708e-17,2.065178513739541e-17,2.683445416690223e-18,1.868210669743548e-18,1818.9998549321708,2065.178513739541,268.3445416690223,186.82106697435478,1.1355249888592578,1.1723749867029851,0.4204999928124244,Mason1967 table + Debye-Huckel screening,
9900.0,0.1,Ar+__Ar+,charged-charged,repulsion,1.0732800401962854e-07,63.58714654328585,1.7179830033132234e-17,1.9539694272380177e-17,2.5478542705901865e-18,1.774647013423234e-18,1717.9830033132234,1953.9694272380177,254.78542705901864,177.4647013423234,1.1375228543853821,1.174759535879327,0.42178893831314973,Mason1967 table + Debye-Huckel screening,
10100.0,0.1,Ar+__Ar+,charged-charged,repulsion,9.932355469122226e-08,60.03364558981002,1.6253489581659826e-17,1.8517725062525562e-17,2.4226794444498293e-18,1.688213990433615e-18,1625.3489581659826,1851.7725062525562,242.26794444498293,168.8213990433615,1.139381877199637,1.176978369560857,0.4229883078707335,Mason1967 table + Debye-Huckel screening,
10300.0,0.1,Ar+__Ar+,charged-charged,repulsion,9.234294713007308e-08,56.919626913825766,1.5405604962231075e-17,1.7578219523907138e-17,2.3070231046605622e-18,1.608298707332212e-18,1540.5604962231075,1757.821952390714,230.70231046605622,160.8298707332212,1.141271782633227,1.1792747358389912,0.424247855088818,Mason1967 table + Debye-Huckel screening,
10500.0,0.1,Ar+__Ar+,charged-charged,repulsion,8.62478757962008e-08,54.19494698682585,1.462688881071113e-17,1.6713482514693036e-17,2.2000481052917035e-18,1.5343300814892389e-18,1462.688881071113,1671.3482514693037,220.00481052917036,153.43300814892388,1.1430138724285483,1.1813918588541386,0.42540924828569887,Mason1967 table + Debye-Huckel screening,
10700.0,0.1,Ar+__Ar+,charged-charged,repulsion,8.092395090320671e-08,51.81815487804314,1.3911384708963378e-17,1.591714456732451e-17,2.101029461450928e-18,1.465813006430776e-18,1391.1384708963378,1591.7144567324508,210.1029461450928,146.58130064307758,1.1446066071103818,1.1833274739188668,0.4264710714069212,Mason1967 table + Debye-Huckel screening,
10900.0,0.1,Ar+__Ar+,charged-charged,repulsion,7.627616210032786e-08,49.75496442875602,1.3253812792666795e-17,1.5183534642054582e-17,2.009319650690198e-18,1.4023050883280024e-18,1325.3812792666795,1518.3534642054583,200.93196506901978,140.23050883280024,1.1460495836452582,1.185081091235557,0.4274330557635055,Mason1967 table + Debye-Huckel screening,
11100.0,0.1,Ar+__Ar+,charged-charged,repulsion,7.222526132465483e-08,47.977011236905525,1.2649451223943103e-17,1.4507576421320543e-17,1.9243377045889946e-18,1.3434092589902474e-18,1264.9451223943104,1450.7576421320543,192.43377045889946,134.34092589902474,1.1473419051245008,1.1866516208110254,0.42829460341633396,Mason1967 table + Debye-Huckel screening,
11300.0,0.1,Ar+__Ar+,charged-charged,repulsion,6.870484026749195e-08,46.460819608354726,1.2094052221080193e-17,1.3884699960593484e-17,1.845559656833283e-18,1.2887673072749859e-18,1209.4052221080192,1388.4699960593484,184.5559656833283,128.8767307274986,1.148482376555087,1.188037610396807,0.4290549177033913,Mason1967 table + Debye-Huckel screening,
11500.0,0.1,Ar+__Ar+,charged-charged,repulsion,6.565893115372971e-08,45.18691978014342,1.1583765938113885e-17,1.3310761670721909e-17,1.772509913520258e-18,1.2380540374589878e-18,1158.3765938113884,1331.0761670721909,177.25099135202578,123.80540374589877,1.1494697478442473,1.1892375407829394,0.4297131652294982,Mason1967 table + Debye-Huckel screening,
11700.0,0.1,Ar+__Ar+,charged-charged,repulsion,6.304000088384937e-08,44.139068271706904,1.1115070956437926e-17,1.2781971325091185e-17,1.704753403140467e-18,1.190971957892084e-18,1111.5070956437926,1278.1971325091185,170.4753403140467,119.0971957892084,1.1503030084241004,1.190250183848733,0.4302686722827336,Mason1967 table + Debye-Huckel screening,
11900.0,0.1,Ar+__Ar+,charged-charged,repulsion,6.08072429943885e-08,43.303536279400916,1.0684710981610465e-17,1.2294825639459227e-17,1.64188845020068e-18,1.1472464611764276e-18,1068.4710981610465,1229.4825639459227,164.18884502006802,114.72464611764276,1.1509817308776988,1.19107502016387,0.4307211539184658,Mason1967 table + Debye-Huckel screening,
12100.0,0.1,Ar+__Ar+,charged-charged,repulsion,5.8925102961478936e-08,42.66844437858795,1.0289638312604647e-17,1.1846048971809576e-17,1.5835404169703276e-18,1.1066215243334843e-18,1028.9638312604648,1184.6048971809576,158.35404169703276,110.66215243334844,1.151506449578375,1.1917126991403861,0.4310709663855833,Mason1967 table + Debye-Huckel screening,
12300.0,0.1,Ar+__Ar+,charged-charged,repulsion,5.7362001973540353e-08,42.2231374130997,9.926965656990127e-18,1.1432542720982551e-17,1.529356261243288e-18,1.0688560265334549e-18,992.6965656990127,1143.2542720982551,152.9356261243288,106.88560265334549,1.151879045285054,1.1921655064228087,0.4313193635233694,Mason1967 table + Debye-Huckel screening,
12500.0,0.1,Ar+__Ar+,charged-charged,repulsion,5.608925186115136e-08,41.957610730425955,9.593928652707414e-18,1.1051345809988644e-17,1.4790002390124103e-18,1.0337208361111963e-18,959.3928652707414,1105.1345809988643,147.900023901241,103.37208361111963,1.1521030905806535,1.1924377836917663,0.43146872705376904,Mason1967 table + Debye-Huckel screening,
12700.0,0.1,Ar+__Ar+,charged-charged,repulsion,5.5080175926571836e-08,41.86201498267104,9.287861656507977e-18,1.0699608846650447e-17,1.4321510023953461e-18,1.0009968330097669e-18,928.7861656507977,1069.9608846650447,143.21510023953462,100.0996833009767,1.1521840993521453,1.1925362318515653,0.4315227329014302,Mason1967 table + Debye-Huckel screening,
12900.0,0.1,Ar+__Ar+,charged-charged,repulsion,5.4309461332501e-08,41.92627655280171,9.006188614425908e-18,1.037458379701039e-17,1.3885002691027039e-18,9.704739835316526e-19,900.6188614425909,1037.458379701039,138.85002691027037,97.04739835316526,1.1521296231173497,1.1924700280940013,0.43148641541156646,Mason1967 table + Debye-Huckel screening,
13100.0,0.1,Ar+__Ar+,charged-charged,repulsion,5.375276332597478e-08,42.13986890205268,8.746429027320829e-18,1.007362917003945e-17,1.3477530587817257e-18,9.419514637274613e-19,874.6429027320829,1007.362917003945,134.77530587817256,94.19514637274614,1.1519491533358641,1.1922507071790016,0.4313661022239094,Mason1967 table + Debye-Huckel screening,
13300.0,0.1,Ar+__Ar+,charged-charged,repulsion,5.338655912275364e-08,42.491754206804,8.506216509174304e-18,9.794228147299521e-18,1.3096292385062975e-18,9.15238659118667e-19,850.6216509174303,979.422814729952,130.96292385062975,91.52386591186671,1.1516538217051597,1.1918917972111316,0.4311692144701065,Mason1967 table + Debye-Huckel screening,
13500.0,0.1,Ar+__Ar+,charged-charged,repulsion,5.318821619462186e-08,42.97048771749087,8.283325014409068e-18,9.534014621905885e-18,1.2738658759850047e-18,8.90156706048979e-19,828.3325014409068,953.4014621905885,127.38658759850047,89.0156706048979,1.1512559316448854,1.1914082502628816,0.43090395442992363,Mason1967 table + Debye-Huckel screening,
13700.0,0.1,Ar+__Ar+,charged-charged,repulsion,5.313620839652538e-08,43.564448229937504,8.075696431775608e-18,9.290800705625396e-18,1.2402197604953369e-18,8.665401476379219e-19,807.5696431775608,929.0800705625396,124.02197604953369,86.65401476379219,1.150768389776406,1.1908157514643825,0.4305789265176041,Mason1967 table + Debye-Huckel screening,
13900.0,0.1,Ar+__Ar+,charged-charged,repulsion,5.321039652424086e-08,44.26213767281342,7.881463491596717e-18,9.062599518536166e-18,1.2084694772099895e-18,8.442382944623799e-19,788.1463491596717,906.2599518536166,120.84694772099895,84.42382944623799,1.1502041232508968,1.190130010895187,0.4302027488339312,Mason1967 table + Debye-Huckel screening,
14100.0,0.1,Ar+__Ar+,charged-charged,repulsion,5.339229374706471e-08,45.05248808026523,7.69896369247557e-18,8.847638872082189e-18,1.178416598574105e-18,8.231159987941261e-19,769.896369247557,884.7638872082189,117.84165985741049,82.31159987941261,1.1495755622445822,1.1893661346722353,0.4297837081630548,Mason1967 table + Debye-Huckel screening,
14300.0,0.1,Ar+__Ar+,charged-charged,repulsion,5.3665257845888676e-08,45.9251249882698,7.526742489109087e-18,8.644364044732368e-18,1.149885812666466e-18,8.030537221055248e-19,752.6742489109087,864.4364044732367,114.9885812666466,80.30537221055248,1.1488942418978922,1.188538141195355,0.42932949459859476,Mason1967 table + Debye-Huckel screening,
14500.0,0.1,Ar+__Ar+,charged-charged,repulsion,5.401458172354434e-08,46.870556363042375,7.363546380161546e-18,8.451430296650398e-18,1.122724050750566e-18,7.839469371008453e-19,736.3546380161546,845.1430296650398,112.2724050750566,78.39469371008452,1.148170545729045,1.1876586493234922,0.42884703048603,Mason1967 table + Debye-Huckel screening,
14700.0,0.1,Ar+__Ar+,charged-charged,repulsion,5.442748093748996e-08,47.880277439008495,7.20830814908874e-18,8.267687417452108e-18,1.0967988393875471e-18,7.657050143339275e-19,720.830814908874,826.7687417452108,109.67988393875471,76.57050143339275,1.147413584175379,1.1867387307686899,0.4283423894502527,Mason1967 table + Debye-Huckel screening,
14900.0,0.1,Ar+__Ar+,charged-charged,repulsion,5.489299557111742e-08,48.94679827921624,7.060127156171899e-18,8.092159260305178e-18,1.0719961678582118e-18,7.482497870788828e-19,706.0127156171899,809.2159260305177,107.19961678582118,74.82497870788828,1.1466311837193115,1.1857878968811078,0.4278207891462077,Mason1967 table + Debye-Huckel screening,
15100.0,0.1,Ar+__Ar+,charged-charged,repulsion,5.540183216524211e-08,50.06361012450552,6.918247440900259e-18,7.924021074172527e-18,1.0482181478092043e-18,7.315139789186123e-19,691.8247440900259,792.4021074172528,104.82181478092043,73.15139789186124,1.145829954867041,1.184814181262029,0.4272866365780273,Mason1967 table + Debye-Huckel screening,
15300.0,0.1,Ar+__Ar+,charged-charged,repulsion,5.594617175923875e-08,51.22510936083306,6.782035808527759e-18,7.762576849149919e-18,1.0253806831466022e-18,7.154396392716779e-19,678.2035808527759,776.2576849149918,102.53806831466022,71.5439639271678,1.1450154083603687,1.1838242809935036,0.42674360557357915,Mason1967 table + Debye-Huckel screening,
15500.0,0.1,Ar+__Ar+,charged-charged,repulsion,5.651946569787478e-08,52.426496353147705,6.650961354741229e-18,7.607238155609603e-18,1.0034112957028752e-18,6.9997668376132735e-19,665.0961354741229,760.7238155609602,100.34112957028752,69.99766837613274,1.1441920946631534,1.1828237261531378,0.4261947297754356,Mason1967 table + Debye-Huckel screening,
15700.0,0.1,Ar+__Ar+,charged-charged,repulsion,5.711623473484423e-08,53.6636627129876,6.52457722970126e-18,7.457505292161859e-18,9.822471864692799e-19,6.850815925208198e-19,652.457722970126,745.7505292161859,98.22471864692798,68.50815925208198,1.143363748833797,1.181817055874406,0.42564249922253133,Mason1967 table + Debye-Huckel screening,
15900.0,0.1,Ar+__Ar+,charged-charged,repulsion,5.773188106163017e-08,54.93307643784081,6.402504946732193e-18,7.312951051603788e-18,9.618335622488834e-19,6.707162862492591e-19,640.2504946732194,731.2951051603787,96.18335622488834,67.0716286249259,1.1425334294307,1.1808079871553645,0.4250889529537999,Mason1967 table + Debye-Huckel screening,
16100.0,0.1,Ar+__Ar+,charged-charged,repulsion,5.836251815191763e-08,56.23167071685243,6.284421213505625e-18,7.173207080149585e-18,9.421222246450159e-19,6.568471778817872e-19,628.4421213505625,717.3207080149584,94.21222246450158,65.68471778817873,1.1417036452381628,1.179799568865823,0.42453576349210853,Mason1967 table + Debye-Huckel screening,
16300.0,0.1,Ar+__Ar+,charged-charged,repulsion,5.9004819977104104e-08,57.556739412866506,6.1700470773328046e-18,7.037952615424009e-18,9.230703995976977e-19,6.434443852785448e-19,617.0047077332805,703.7952615424009,92.30703995976977,64.34443852785448,1.1408764671960825,1.1787943177730171,0.423984311464055,Mason1967 table + Debye-Huckel screening,
16500.0,0.1,Ar+__Ar+,charged-charged,repulsion,5.96558890845338e-08,58.90584034176387,6.0591390920028234e-18,6.9069053030008555e-18,9.046397772667342e-19,6.304810847352088e-19,605.9139092002823,690.6905303000856,90.46397772667342,63.04810847352088,1.1400536251740774,1.1777943361490524,0.4234357501160516,Mason1967 table + Debye-Huckel screening,
16700.0,0.1,Ar+__Ar+,charged-charged,repulsion,6.031314196731086e-08,60.27670635925132,5.9515566113614005e-18,6.779828828951617e-18,8.867963901182302e-19,6.179334238300543e-19,595.15566113614,677.9828828951617,88.67963901182301,61.79334238300543,1.1392512563189736,1.1768224672194203,0.42290403633482176,Mason1967 table + Debye-Huckel screening,
16900.0,0.1,Ar+__Ar+,charged-charged,repulsion,6.09742098188271e-08,61.667163775284344,5.847316838140486e-18,6.656539248799109e-18,8.69510518258974e-19,6.057804529202248e-19,584.7316838140487,665.653924879911,86.95105182589741,60.57804529202249,1.1385140030839298,1.1759425198098516,0.42242838908640623,Mason1967 table + Debye-Huckel screening,
17100.0,0.1,Ar+__Ar+,charged-charged,repulsion,6.16368529335095e-08,63.07505760602095,5.7459412626228136e-18,6.536768912098745e-18,8.5275042360442135e-19,5.939999429660212e-19,574.5941262622814,653.6768912098745,85.27504236044213,59.39999429660212,1.1377842515450969,1.1750715260376963,0.421957581641998,Mason1967 table + Debye-Huckel screening,
17300.0,0.1,Ar+__Ar+,charged-charged,repulsion,6.229888752646424e-08,64.49818353595923,5.647270865820181e-18,6.420328349748217e-18,8.364891999363404e-19,5.825729476802206e-19,564.727086582018,642.0328349748216,83.64891999363404,58.257294768022064,1.1370629748440564,1.1742106473945189,0.42149224183487505,Mason1967 table + Debye-Huckel screening,
17500.0,0.1,Ar+__Ar+,charged-charged,repulsion,6.295812448668491e-08,65.93422712246031,5.55115839777216e-18,6.3070416251612885e-18,8.207017431431429e-19,5.71481779494879e-19,555.115839777216,630.7041625161288,82.07017431431429,57.1481779494879,1.136351106312595,1.1733609978569683,0.4210329718145775,Mason1967 table + Debye-Huckel screening,
17700.0,0.1,Ar+__Ar+,charged-charged,repulsion,6.361232046663811e-08,67.38071166914702,5.457466254174446e-18,6.1967440757324646e-18,8.053644967373563e-19,5.607098360426844e-19,545.7466254174445,619.6744075732464,80.53644967373563,56.07098360426844,1.1356495667469346,1.1725236764398896,0.4205803656431835,Mason1967 table + Debye-Huckel screening,
17900.0,0.1,Ar+__Ar+,charged-charged,repulsion,6.425914266256184e-08,68.83495725251608,5.366064946050791e-18,6.089280663096742e-18,7.904552599551467e-19,5.502414686601564e-19,536.6064946050791,608.9280663096741,79.04552599551467,55.02414686601564,1.1349592835013826,1.171699789985521,0.4201350216137951,Mason1967 table + Debye-Huckel screening,
18100.0,0.1,Ar+__Ar+,charged-charged,repulsion,6.48961495486988e-08,70.29405450026728,5.276832103676067e-18,5.9845048719258134e-18,7.759530522705253e-19,5.400618887747003e-19,527.6832103676066,598.4504871925814,77.59530522705253,54.00618887747003,1.1342812008921581,1.1708904655809629,0.4196975489626826,Mason1967 table + Debye-Huckel screening,
18300.0,0.1,Ar+__Ar+,charged-charged,repulsion,6.552079054511378e-08,71.75485772114864,5.1896519747893164e-18,5.882278116136966e-18,7.618380300681852e-19,5.301571093143164e-19,518.9651974789316,588.2278116136966,76.18380300681852,53.015710931431634,1.1336162810984536,1.170096851633638,0.4192685684506151,Mason1967 table + Debye-Huckel screening,
18500.0,0.1,Ar+__Ar+,charged-charged,repulsion,6.613042791937337e-08,73.21400262639364,5.104415385055013e-18,5.782469619472421e-18,7.480914520360057e-19,5.205139188258008e-19,510.44153850550134,578.2469619472421,74.80914520360056,52.051391882580084,1.132965494635712,1.1693201065006884,0.4188487062165883,Mason1967 table + Debye-Huckel screening,
18700.0,0.1,Ar+__Ar+,charged-charged,repulsion,6.672238390178328e-08,74.66795384007098,5.021020124163774e-18,5.684956732842176e-18,7.346956894040384e-19,5.111198856998498e-19,502.10201241637736,568.4956732842176,73.46956894040385,51.11198856998499,1.1323297996489632,1.1685613737745688,0.41843858041868587,Mason1967 table + Debye-Huckel screening,
18900.0,0.1,Ar+__Ar+,charged-charged,repulsion,6.729401478793255e-08,76.11308631698488,4.939371703157717e-18,5.589625632851418e-18,7.21634275396299e-19,5.0196338872966325e-19,493.9371703157717,558.9625632851418,72.16342753962991,50.19633887296632,1.131710109816945,1.1678217439750633,0.4180387805270613,Mason1967 table + Debye-Huckel screening,
19100.0,0.1,Ar+__Ar+,charged-charged,repulsion,6.784281154888584e-08,77.54580238090801,4.85938439863194e-18,5.496372315679978e-18,7.088919852863325e-19,4.930336682477263e-19,485.93843986319405,549.6372315679978,70.88919852863324,49.303366824772624,1.1311072516151448,1.1671022035406564,0.41764983975170616,Mason1967 table + Debye-Huckel screening,
19300.0,0.1,Ar+__Ar+,charged-charged,repulsion,6.836652319841164e-08,78.96268227208162,4.780982461472574e-18,5.405103762066964e-18,6.964549346645736e-19,4.843208895649629e-19,478.0982461472574,540.5103762066964,69.64549346645735,48.43208895649629,1.130521913020266,1.1664035736048333,0.4172722019485586,Mason1967 table + Debye-Huckel screening,
19500.0,0.1,Ar+__Ar+,charged-charged,repulsion,6.8863295205406e-08,80.36066111120164,4.704132856068626e-18,5.315728961030045e-18,6.843105771174932e-19,4.75811489141637e-19,470.4132856068626,531.5728961030045,68.43105771174932,47.5811489141637,1.129966957069838,1.1657407516442,0.4169153363171696,Mason1967 table + Debye-Huckel screening,
19700.0,0.1,Ar+__Ar+,charged-charged,repulsion,6.933181125823486e-08,81.73721975487054,4.628836182043141e-18,5.22816315232259e-18,6.724478203201461e-19,4.674897408041577e-19,462.88361820431413,522.816315232259,67.24478203201461,46.74897408041577,1.1294645943403678,1.165139438680137,0.4165956509438704,Mason1967 table + Debye-Huckel screening,
19900.0,0.1,Ar+__Ar+,charged-charged,repulsion,6.977142362284188e-08,83.09057224790531,4.5549600417733846e-18,5.142382284683233e-18,6.608576167792331e-19,4.593628223866966e-19,455.4960041773385,514.2382284683233,66.08576167792332,45.936282238669655,1.1289788812181578,1.1645580547914312,0.41628656077519127,Mason1967 table + Debye-Huckel screening,
20100.0,0.1,Ar+__Ar+,charged-charged,repulsion,7.018225616755874e-08,84.41982975874978,4.482478412364418e-18,5.0583460356395965e-18,6.495321776573761e-19,4.514249950830312e-19,448.2478412364418,505.83460356395966,64.9532177657376,45.142499508303125,1.1285094563977454,1.1639961675063921,0.41598783588947424,Mason1967 table + Debye-Huckel screening,
20300.0,0.1,Ar+__Ar+,charged-charged,repulsion,7.056526554928732e-08,85.72512108638531,4.4113776867383404e-18,4.976027248024028e-18,6.384652031301611e-19,4.436715298252818e-19,441.13776867383405,497.6027248024028,63.84652031301611,44.36715298252818,1.1280556334025844,1.1634529551333965,0.4156990394380083,Mason1967 table + Debye-Huckel screening,
20500.0,0.1,Ar+__Ar+,charged-charged,repulsion,7.092225017157932e-08,87.0076534875864,4.341655385231016e-18,4.89541059544953e-18,6.276517394780857e-19,4.360986115107267e-19,434.1655385231016,489.541059544953,62.76517394780857,43.60986115107267,1.1276164042389984,1.1629272111345588,0.4154195299702717,Mason1967 table + Debye-Huckel screening,
20700.0,0.1,Ar+__Ar+,charged-charged,repulsion,7.125580271486751e-08,88.26970424623457,4.273318215835344e-18,4.816490596318958e-18,6.170879724404017e-19,4.287032014137532e-19,427.3318215835344,481.6490596318958,61.70879724404017,42.87032014137532,1.1271904645587107,1.1624173742445172,0.4151484774464522,Mason1967 table + Debye-Huckel screening,
20900.0,0.1,Ar+__Ar+,charged-charged,repulsion,7.156920909325947e-08,89.51454182719856,4.2063796273633236e-18,4.739269121060912e-18,6.067709710938616e-19,4.2148286715750533e-19,420.6379627363324,473.9269121060912,60.67709710938617,42.14828671575053,1.1267762588264985,1.161921582534748,0.414884891980499,Mason1967 table + Debye-Huckel screening,
21100.0,0.1,Ar+__Ar+,charged-charged,repulsion,7.186630317865134e-08,90.7462839209731,4.140857061826148e-18,4.663752599600851e-18,5.966984026906982e-19,4.144355936806319e-19,414.0857061826148,466.37525996008515,59.66984026906982,41.44355936806319,1.1263720416378453,1.1614377468089359,0.41462766286044694,Mason1967 table + Debye-Huckel screening,
21300.0,0.1,Ar+__Ar+,charged-charged,repulsion,7.21512913375718e-08,91.9697065765718,4.076769140044136e-18,4.589949163925254e-18,5.868682416503636e-19,4.0755959045115143e-19,407.6769140044136,458.9949163925254,58.68682416503636,40.75595904511514,1.1259759496632218,1.1609636367180987,0.4143756043311411,Mason1967 table + Debye-Huckel screening,
21500.0,0.1,Ar+__Ar+,charged-charged,repulsion,7.242856308027652e-08,93.19002286526873,4.0141330065605634e-18,4.517865952638806e-18,5.77278495115948e-19,4.0085310966454625e-19,401.4133006560563,451.7865952638806,57.7278495115948,40.08531096645463,1.1255860779293332,1.1604969720669291,0.4141275041368484,Mason1967 table + Debye-Huckel screening,
21700.0,0.1,Ar+__Ar+,charged-charged,repulsion,7.270250389696121e-08,94.41265078673398,3.9529620228158216e-18,4.447506767148387e-18,5.679269638019197e-19,3.943142877399048e-19,395.29620228158217,444.7506767148387,56.79269638019197,39.43142877399048,1.1252005542789685,1.1600355119399774,0.4138821709047982,Mason1967 table + Debye-Huckel screening,
21900.0,0.1,Ar+__Ar+,charged-charged,repulsion,7.297732413717094e-08,95.6429887603721,3.893263942232467e-18,4.378870213572575e-18,5.588110513673812e-19,3.879410188149942e-19,389.32639422324667,437.88702135725754,55.88110513673812,38.794101881499415,1.1248176067029578,1.1595771352959647,0.4136384769927914,Mason1967 table + Debye-Huckel screening,
22100.0,0.1,Ar+__Ar+,charged-charged,repulsion,7.325691432376943e-08,96.88621378912711,3.8350396391206935e-18,4.311948402476191e-18,5.499276294166133e-19,3.817308649071323e-19,383.50396391206937,431.19484024761914,54.992762941661326,38.17308649071323,1.1244356195474152,1.1591199082461485,0.41339539425744615,Mason1967 table + Debye-Huckel screening,
22300.0,0.1,Ar+__Ar+,charged-charged,repulsion,7.354473334648055e-08,98.14711311150118,3.778282404852108e-18,4.246726219822755e-18,5.412729594218333e-19,3.756810035868619e-19,377.8282404852108,424.67262198227553,54.12729594218334,37.56810035868619,1.1240531761005526,1.1586621350294493,0.41315202115489713,Mason1967 table + Debye-Huckel screening,
22500.0,0.1,Ar+__Ar+,charged-charged,repulsion,7.384373216756228e-08,99.42995564121367,3.722977775978783e-18,4.18318113356334e-18,5.328426680190794e-19,3.6978821082497134e-19,372.29777759787834,418.318113356334,53.28426680190794,36.978821082497134,1.1236690865383117,1.1582023914625246,0.4129076005243802,Mason1967 table + Debye-Huckel screening,
22700.0,0.1,Ar+__Ar+,charged-charged,repulsion,7.41563123978277e-08,100.73840529792602,3.669120252138787e-18,4.121217623960601e-18,5.246261377327835e-19,3.6405073309107876e-19,366.91202521387874,412.1217623960601,52.46261377327835,36.40507330910788,1.1233004605931043,1.1577718033378586,0.41267794132024993,Mason1967 table + Debye-Huckel screening,
22900.0,0.1,Ar+__Ar+,charged-charged,repulsion,7.448431657175498e-08,102.07547480454589,3.616676882570846e-18,4.060816380524618e-18,5.166192703811491e-19,3.584641310552245e-19,361.6676882570846,406.0816380524618,51.661927038114904,35.84641310552245,1.1229428379683102,1.1573628200169506,0.4124591827997643,Mason1967 table + Debye-Huckel screening,
23100.0,0.1,Ar+__Ar+,charged-charged,repulsion,7.482904522449906e-08,103.44351583705146,3.565600103957268e-18,4.001987443194614e-18,5.088204871518555e-19,3.5302268325622157e-19,356.56001039572675,400.19874431946135,50.882048715185554,35.30226832562216,1.122581747550538,1.1569498708689663,0.41223830302293546,Mason1967 table + Debye-Huckel screening,
23300.0,0.1,Ar+__Ar+,charged-charged,repulsion,7.5191294913979e-08,104.84423960578208,3.515850516951135e-18,3.944684318364447e-18,5.012233935986236e-19,3.477219068567405e-19,351.5850516951135,394.4684318364447,50.122339359862366,34.772190685674055,1.1222169451485198,1.1565326766326158,0.41201515261744565,Mason1967 table + Debye-Huckel screening,
23500.0,0.1,Ar+__Ar+,charged-charged,repulsion,7.557141104379371e-08,106.27876098213503,3.467385040747333e-18,3.888857176503e-18,4.938213404178762e-19,3.4255715843090283e-19,346.73850407473327,388.8857176503,49.38213404178762,34.255715843090286,1.121848357700036,1.1561111537527007,0.41178968689097944,Mason1967 table + Debye-Huckel screening,
23700.0,0.1,Ar+__Ar+,charged-charged,repulsion,7.596934960114224e-08,107.74765906281793,3.420158048622e-18,3.834453962294397e-18,4.866075296420863e-19,3.3752370429013677e-19,342.01580486219996,383.4453962294397,48.660752964208626,33.75237042901367,1.121476057320452,1.1556853847015807,0.4115619499566595,Mason1967 table + Debye-Huckel screening,
23900.0,0.1,Ar+__Ar+,charged-charged,repulsion,7.63847425851505e-08,109.251047445968,3.3741224283005223e-18,3.78142143116338e-18,4.795751137608378e-19,3.326167861215725e-19,337.4122428300522,378.142143116338,47.95751137608378,33.26167861215725,1.1211002343009544,1.1552555870994956,0.4113320582160093,Mason1967 table + Debye-Huckel screening,
24100.0,0.1,Ar+__Ar+,charged-charged,repulsion,7.6816962817922e-08,110.78864831560654,3.329230524129185e-18,3.7297060694610905e-18,4.727172835210028e-19,3.2783167910476823e-19,332.9230524129185,372.97060694610906,47.27172835210028,32.78316791047682,1.1207211707444171,1.154822083564094,0.4111001842319574,Mason1967 table + Debye-Huckel screening,
24300.0,0.1,Ar+__Ar+,charged-charged,repulsion,7.726518486437142e-08,112.35986552171171,3.2854349358378093e-18,3.679254873253721e-18,4.660273419092779e-19,3.23163740840586e-19,328.5434935837809,367.9254873253721,46.602734190927784,32.316374084058594,1.1203392161057901,1.1543852737380047,0.41086654176683973,Mason1967 table + Debye-Huckel screening,
24500.0,0.1,Ar+__Ar+,charged-charged,repulsion,7.772843981838407e-08,113.96385304205164,3.2426891641211448e-18,3.6300159759713406e-18,4.594987633389783e-19,3.186084504385936e-19,324.2689164121145,363.00159759713404,45.949876333897826,31.860845043859356,1.1199547654818205,1.1539456094605924,0.4106313725021774,Mason1967 table + Debye-Huckel screening,
24700.0,0.1,Ar+__Ar+,charged-charged,repulsion,7.82056626515337e-08,115.59957638472726,3.200948105525964e-18,3.581939127334259e-18,4.531252382689196e-19,3.1416143791343585e-19,320.09481055259636,358.1939127334259,45.31252382689196,31.416143791343586,1.1195682411116112,1.1535035736116832,0.41039493472252825,Mason1967 table + Debye-Huckel screening,
24900.0,0.1,Ar+__Ar+,charged-charged,repulsion,7.869573160837651e-08,117.26586553942853,3.16016840794213e-18,3.534976034715131e-18,4.469007043492459e-19,3.098185046187459e-19,316.016840794213,353.4976034715131,44.69007043492459,30.98185046187459,1.1191800772304898,1.153059662790188,0.4101574940505657,Mason1967 table + Debye-Huckel screening,
25100.0,0.1,Ar+__Ar+,charged-charged,repulsion,7.919749974251664e-08,118.96145895254298,3.1203087035319144e-18,3.489080583587689e-18,4.408193657341549e-19,3.0557563581065056e-19,312.03087035319146,348.90805835876887,44.08193657341548,30.557563581065057,1.1187907081764192,1.1526143737123944,0.4099193161717458,Mason1967 table + Debye-Huckel screening,
25300.0,0.1,Ar+__Ar+,charged-charged,repulsion,7.970981911950364e-08,120.68503866414123,3.0813297386610886e-18,3.4442089564223737e-18,4.348757024706643e-19,3.01429006612481e-19,308.13297386610884,344.4208956422374,43.48757024706643,30.142900661248103,1.1184005594806614,1.1521681930230967,0.4096806613844471,Mason1967 table + Debye-Huckel screening,
